Pal_ID	Ide_ID	Ssu_ID	Ptr_ID	Pag_ID	Peu_ID	Pde_ID
Palv2-32422	Ide2-31145	-	Potri.008G216501	PAxG08Gg0185400	Peu2-12671	Pde08A000770
Palv2-32423	Ide2-31146	EVM0015613	Potri.008G216600	PAxG08Gg0185500	Peu2-12674	Pde08A000780
Palv2-32424	Ide2-31147	EVM0015823	Potri.008G216700	PAxG08Gg0185600	Peu2-12676	Pde08A000790
Palv2-32425	Ide2-31148	-	Potri.008G216800	PAxG08Gg0185700	Peu2-12677	Pde08A000800
Palv2-32426	-	EVM0014926	Potri.008G217000	PAxG08Gg0185800	Peu2-12679	Pde08A000810
Palv2-32427	-	-	-	-	-	-
Palv2-32428	Ide2-31157	EVM0026486	Potri.008G217300	PAxG08Gg0186000	Peu2-12680	Pde08A000840
Palv2-32429	-	-	-	-	-	-
Palv2-32430	Ide2-31158	-	Potri.008G217700	PAxG08Gg0186500	-	Pde08A000850
Palv2-32431	-	-	-	-	-	-
Palv2-32432	-	-	-	-	-	-
Palv2-32433	-	-	-	-	-	-
Palv2-32434	Ide2-31159	EVM0018753	Potri.008G210300	PAxG08Gg0186600	Peu2-12683	Pde08A000870
Palv2-32435	Ide2-31160	EVM0011310	Potri.008G210200	PAxG08Gg0186800	Peu2-12684	Pde08A000890
Palv2-32436	Ide2-31161	EVM0018628	Potri.008G210100	PAxG08Gg0186900	Peu2-12689	Pde08A000920
Palv2-32437	Ide2-31162	EVM0011540	Potri.008G210000	PAxG08Gg0187000	Peu2-12690	Pde08A000930
Palv2-32438	Ide2-31164	EVM0000124	Potri.008G209800	PAxG08Gg0187100	Peu2-12693	Pde08A000990
Palv2-32439	Ide2-31167	-	Potri.008G209600	PAxG08Gg0187200	Peu2-12694	Pde08A001000
Palv2-32440	Ide2-31168	EVM0015427	Potri.008G209300	PAxG08Gg0187600	Peu2-12698	Pde08A001030
Palv2-32441	Ide2-31169	EVM0009622	Potri.008G209100	PAxG08Gg0187800	Peu2-12699	Pde08A001060
Palv2-32442	-	-	-	-	Peu2-12713	-
Palv2-32443	-	-	-	-	-	-
Palv2-32444	-	-	-	-	-	-
Palv2-32445	-	-	-	-	-	-
Palv2-32446	-	-	-	-	-	-
Palv2-32447	-	-	-	-	-	-
Palv2-32448	-	-	-	-	-	-
Palv2-32449	-	-	-	-	-	-
Palv2-32450	-	-	-	-	-	-
Palv2-32451	-	-	-	-	-	-
Palv2-32452	-	-	-	-	-	-
Palv2-32453	-	-	-	-	-	-
Palv2-32454	-	-	-	-	-	-
Palv2-32455	-	-	-	-	-	-
Palv2-32456	-	-	-	-	-	-
Palv2-32457	-	-	-	-	-	-
Palv2-32458	-	EVM0006778	-	-	Peu2-12715	-
Palv2-32459	Ide2-36202	EVM0009503	Potri.008G208200	PAxG08Gg0188000	Peu2-12716	Pde08A001100
Palv2-32460	Ide2-31172	EVM0008812	Potri.008G208000	-	Peu2-12717	-
Palv2-32461	-	-	-	-	-	-
Palv2-32462	-	-	-	-	-	-
Palv2-32463	-	-	-	-	-	-
Palv2-32464	-	-	-	-	-	-
Palv2-32465	-	-	-	-	-	-
Palv2-32466	-	-	-	-	-	-
Palv2-32467	-	-	-	-	-	-
Palv2-32468	-	-	-	-	-	-
Palv2-32469	-	-	-	-	-	-
Palv2-32470	-	-	-	-	-	-
Palv2-32471	-	-	Potri.008G207000	PAxG08Gg0190100	Peu2-12723	Pde08A001440
Palv2-32472	-	-	-	-	-	-
Palv2-32473	-	-	-	-	-	-
Palv2-32474	-	-	Potri.008G206600	PAxG08Gg0190000	Peu2-12725	Pde08A001470
Palv2-32475	-	-	-	-	-	-
Palv2-32476	-	-	Potri.008G206400	PAxG08Gg0189500	Peu2-12729	Pde08A001480
Palv2-32477	-	EVM0027226	-	-	Peu2-12730	Pde08A001490
Palv2-32478	-	EVM0008079	Potri.008G206200	PAxG08Gg0189200	Peu2-12736	Pde08A001510
Palv2-32479	-	EVM0010885	Potri.008G206000	PAxG08Gg0189100	Peu2-12738	Pde08A001520
Palv2-32480	-	-	-	-	-	-
Palv2-32481	-	-	Potri.008G205900	PAxG08Gg0188900	Peu2-12739	Pde08A001540
Palv2-32482	Ide2-31129	EVM0017016	Potri.008G205700	PAxG08Gg0188700	Peu2-12743	Pde08A001550
Palv2-32483	Ide2-31128	EVM0018429	Potri.008G205600	PAxG08Gg0188400	Peu2-12744	Pde08A001560
Palv2-32484	Ide2-31124	EVM0004303	Potri.008G205500	PAxG08Gg0180600	-	Pde08A001570
Palv2-32485	Ide2-31123	EVM0011110	Potri.008G205400	-	Peu2-12746	Pde08A001580
Palv2-32486	Ide2-31122	EVM0039359	Potri.008G205300	PAxG08Gg0180300	Peu2-12747	Pde08A001590
Palv2-32487	-	-	Potri.008G205200	PAxG08Gg0180100	Peu2-12748	Pde08A001610
Palv2-32488	Ide2-31121	EVM0011375	Potri.008G205100	PAxG08Gg0180000	Peu2-12749	Pde08A001620
Palv2-32489	Ide2-31120	EVM0003317	Potri.008G205000	PAxG08Gg0179900	Peu2-12750	Pde08A001630
Palv2-32490	Ide2-31119	EVM0006864	Potri.008G204900	PAxG08Gg0179800	Peu2-12751	-
Palv2-32491	Ide2-31118	EVM0028280	Potri.008G204800	PAxG08Gg0179700	Peu2-12752	Pde08A001650
Palv2-32492	Ide2-31117	EVM0038381	Potri.008G204700	PAxG08Gg0179600	Peu2-12753	Pde08A001660
Palv2-32493	Ide2-31116	EVM0038645	Potri.008G204400	PAxG08Gg0179400	Peu2-12754	Pde08A001670
Palv2-32494	Ide2-31115	EVM0014696	Potri.008G204200	PAxG08Gg0179200	Peu2-12755	Pde08A001690
Palv2-32495	Ide2-31114	EVM0020545	Potri.008G204100	-	Peu2-12757	Pde08A001700
Palv2-32496	Ide2-31111	EVM0033884	Potri.008G204000	PAxG08Gg0179000	Peu2-12756	Pde08A001710
Palv2-32497	Ide2-31110	EVM0000699	Potri.008G203900	PAxG08Gg0178900	Peu2-12758	Pde08A001720
Palv2-32498	Ide2-31109	EVM0019077	Potri.008G203600	PAxG08Gg0178700	Peu2-12760	Pde08A001760
Palv2-32499	Ide2-31108	EVM0002882	Potri.008G203500	PAxG08Gg0178600	Peu2-12761	Pde08A001770
Palv2-32500	Ide2-31107	EVM0025480	Potri.008G203400	PAxG08Gg0178500	Peu2-12762	Pde08A001780
Palv2-32501	Ide2-31106	EVM0011099	Potri.008G203300	PAxG08Gg0178400	Peu2-12766	Pde08A001790
Palv2-32502	Ide2-31105	EVM0027035	Potri.008G203200	PAxG08Gg0178300	Peu2-12769	Pde08A001800
Palv2-32503	Ide2-31104	EVM0030390	Potri.008G203100	PAxG08Gg0178100	Peu2-12772	Pde08A001810
Palv2-32504	-	-	-	-	-	-
Palv2-32505	Ide2-31103	EVM0040344	-	-	Peu2-12773	-
Palv2-32506	Ide2-31102	EVM0025599	Potri.008G202900	PAxG08Gg0178000	Peu2-12775	Pde08A001820
Palv2-32507	-	-	-	-	-	-
Palv2-32508	Ide2-31101	EVM0022296	Potri.008G202800	-	Peu2-12778	Pde08A001840
Palv2-32509	Ide2-31100	EVM0033108	Potri.008G202700	PAxG08Gg0177400	Peu2-12779	Pde08A001850
Palv2-32510	Ide2-31099	EVM0004241	Potri.008G202600	PAxG08Gg0177300	Peu2-12780	Pde08A001860
Palv2-32511	-	EVM0018314	Potri.008G202400	PAxG08Gg0176900	Peu2-12781	Pde08A001880
Palv2-32512	-	-	-	-	-	-
Palv2-32513	Ide2-31097	EVM0013098	Potri.008G202300	PAxG08Gg0176700	Peu2-12782	Pde08A001890
Palv2-32514	-	-	-	-	-	-
Palv2-32515	Ide2-31096	EVM0010653	Potri.008G202200	PAxG08Gg0176400	Peu2-12785	Pde08A001920
Palv2-32516	Ide2-31095	EVM0013054	Potri.008G202100	PAxG08Gg0176100	Peu2-12787	Pde08A001970
Palv2-32517	-	-	-	PAxG08Gg0175900	-	-
Palv2-32518	Ide2-31094	EVM0035235	Potri.008G201900	PAxG08Gg0175800	Peu2-12790	Pde08A001990
Palv2-32519	Ide2-31093	EVM0026198	Potri.008G201700	PAxG08Gg0175700	Peu2-12791	Pde08A002000
Palv2-32520	Ide2-31092	EVM0019935	Potri.008G201600	PAxG08Gg0175600	Peu2-12792	Pde08A002010
Palv2-32521	Ide2-31091	-	Potri.008G201500	PAxG08Gg0175400	Peu2-12793	Pde08A002020
Palv2-32522	-	EVM0008489	Potri.008G201400	PAxG08Gg0175300	-	-
Palv2-32523	Ide2-31090	-	-	PAxG08Gg0175100	-	Pde08A002040
Palv2-32524	-	-	-	-	-	-
Palv2-32525	Ide2-31089	EVM0040234	Potri.008G200900	PAxG08Gg0174900	Peu2-12794	Pde08A002060
Palv2-32526	Ide2-31088	EVM0021169	Potri.008G200800	PAxG08Gg0174700	Peu2-12796	Pde08A002080
Palv2-32527	Ide2-31087	EVM0023997	Potri.008G200700	PAxG08Gg0174600	Peu2-12798	Pde08A002090
Palv2-32528	-	EVM0026677	Potri.008G200600	-	Peu2-12799	-
Palv2-32529	Ide2-31086	EVM0017304	Potri.008G200500	PAxG08Gg0174500	Peu2-12800	Pde08A002100
Palv2-32530	Ide2-31085	-	Potri.008G200400	PAxG08Gg0174400	Peu2-12801	Pde08A002110
Palv2-32531	Ide2-31084	-	Potri.008G200300	PAxG08Gg0174300	Peu2-12802	Pde08A002120
Palv2-32532	-	-	-	-	-	-
Palv2-32533	Ide2-31083	EVM0014641	Potri.008G200100	PAxG08Gg0173800	Peu2-12803	Pde08A002140
Palv2-32534	Ide2-31082	EVM0024833	Potri.008G200000	PAxG08Gg0173700	Peu2-12804	Pde08A002150
Palv2-32535	-	-	-	-	-	-
Palv2-32536	Ide2-31081	EVM0027471	Potri.008G199900	PAxG08Gg0173600	Peu2-12805	Pde08A002160
Palv2-32537	-	-	-	-	-	-
Palv2-32538	Ide2-31080	EVM0029033	Potri.008G199800	PAxG08Gg0173500	Peu2-12806	Pde08A002170
Palv2-32539	-	-	-	-	-	-
Palv2-32540	Ide2-31079	EVM0020196	Potri.008G199300	PAxG08Gg0173300	Peu2-12807	Pde08A002200
Palv2-32541	Ide2-31078	EVM0016075	Potri.008G199200	PAxG08Gg0173200	Peu2-12808	Pde08A002210
Palv2-32542	Ide2-31077	EVM0028918	Potri.008G199100	-	Peu2-12809	Pde08A002220
Palv2-32543	-	EVM0020670	Potri.008G199000	PAxG08Gg0173100	Peu2-12810	Pde08A002240
Palv2-32544	Ide2-31076	-	Potri.008G198900	PAxG08Gg0173000	Peu2-12812	Pde08A002230
Palv2-32545	Ide2-31075	EVM0018254	Potri.008G198800	PAxG08Gg0172800	Peu2-12815	Pde08A002270
Palv2-32546	Ide2-31074	EVM0003879	Potri.008G198700	PAxG08Gg0172600	Peu2-12816	-
Palv2-32547	Ide2-36108	-	Potri.008G198600	PAxG08Gg0172500	Peu2-12817	Pde08A002290
Palv2-32548	Ide2-31073	EVM0029094	Potri.008G198300	PAxG08Gg0172300	Peu2-12818	Pde08A002310
Palv2-32549	Ide2-31072	EVM0029248	Potri.008G198200	-	Peu2-12819	Pde08A002320
Palv2-32550	Ide2-31071	EVM0006941	Potri.008G198100	PAxG08Gg0172200	Peu2-12820	Pde08A002330
Palv2-32551	Ide2-31070	EVM0022211	Potri.008G198000	PAxG08Gg0172100	-	Pde08A002340
Palv2-32552	-	-	-	-	-	-
Palv2-32553	Ide2-31069	EVM0019601	Potri.008G197700	PAxG08Gg0171700	Peu2-12821	Pde08A002360
Palv2-32554	Ide2-31068	EVM0030986	Potri.008G197600	PAxG08Gg0171600	Peu2-12822	-
Palv2-32555	Ide2-31067	EVM0021609	Potri.008G197500	-	Peu2-12824	Pde08A002370
Palv2-32556	Ide2-31066	EVM0017726	Potri.008G197400	PAxG08Gg0171500	Peu2-12825	Pde08A002380
Palv2-32557	-	-	-	-	-	-
Palv2-32558	-	-	-	-	-	-
Palv2-32559	Ide2-31063	-	-	-	-	-
Palv2-32560	Ide2-31061	EVM0013475	Potri.008G197000	PAxG08Gg0170900	Peu2-12829	Pde08A002420
Palv2-32561	-	EVM0038451	Potri.008G196800	PAxG08Gg0170800	Peu2-12831	Pde08A002430
Palv2-32562	Ide2-31059	EVM0027667	Potri.008G196700	PAxG08Gg0170700	Peu2-12832	Pde08A002450
Palv2-32563	Ide2-31058	EVM0010931	Potri.008G196600	PAxG08Gg0170600	Peu2-12833	Pde08A002460
Palv2-32564	Ide2-31057	-	Potri.008G196500	PAxG08Gg0170500	Peu2-12834	Pde08A002470
Palv2-32565	-	-	-	PAxG08Gg0170400	-	-
Palv2-32566	Ide2-31056	-	Potri.008G196400	PAxG08Gg0170300	Peu2-12835	Pde08A002490
Palv2-32567	-	-	-	-	-	-
Palv2-32568	Ide2-31055	-	Potri.008G196301	-	-	-
Palv2-32569	Ide2-31054	EVM0004675	Potri.008G196201	PAxG08Gg0170000	Peu2-12836	Pde08A002520
Palv2-32570	Ide2-31052	EVM0029259	Potri.008G195900	PAxG08Gg0169900	Peu2-12838	Pde08A002540
Palv2-32571	Ide2-31051	EVM0022016	Potri.008G195800	PAxG08Gg0169800	Peu2-12839	Pde08A002550
Palv2-32572	-	-	Potri.008G195700	-	Peu2-12840	Pde08A002560
Palv2-32573	Ide2-31050	EVM0023431	Potri.008G195500	PAxG08Gg0169600	Peu2-12842	Pde08A002580
Palv2-32574	Ide2-31048	EVM0020073	Potri.008G195300	PAxG08Gg0169500	Peu2-12843	Pde08A002600
Palv2-32575	-	-	-	-	-	-
Palv2-32576	Ide2-31047	-	Potri.008G195200	PAxG08Gg0169400	Peu2-12845	Pde08A002610
Palv2-32577	Ide2-31046	EVM0009697	Potri.008G195100	PAxG08Gg0169300	Peu2-12846	Pde08A002620
Palv2-32578	Ide2-31045	-	Potri.008G195000	PAxG08Gg0169200	Peu2-12847	Pde08A002630
Palv2-32579	Ide2-31044	-	Potri.008G194900	PAxG08Gg0169100	Peu2-12848	Pde08A002640
Palv2-32580	Ide2-31043	EVM0007120	Potri.008G194800	PAxG08Gg0169000	Peu2-12850	Pde08A002650
Palv2-32581	Ide2-31041	EVM0003591	Potri.008G194700	-	Peu2-12851	Pde08A002660
Palv2-32582	Ide2-31042	-	-	-	-	-
Palv2-32583	-	-	Potri.008G194632	-	Peu2-12852	Pde08A002670
Palv2-32585	-	-	-	-	-	-
Palv2-32586	Ide2-31039	-	Potri.008G194400	PAxG08Gg0168700	Peu2-12854	Pde08A002680
Palv2-32587	Ide2-31038	-	Potri.008G194300	PAxG08Gg0168600	Peu2-12855	Pde08A002690
Palv2-32588	Ide2-31037	-	Potri.008G194200	PAxG08Gg0168500	Peu2-12856	Pde08A002700
Palv2-32589	Ide2-31036	EVM0015875	Potri.008G194100	PAxG08Gg0168400	Peu2-12857	Pde08A002710
Palv2-32590	Ide2-31035	-	Potri.008G194000	PAxG08Gg0168300	Peu2-12858	Pde08A002720
Palv2-32591	Ide2-31034	-	Potri.008G193900	PAxG08Gg0168200	Peu2-12859	Pde08A002730
Palv2-32592	Ide2-31031	EVM0026113	Potri.008G193800	PAxG08Gg0168100	Peu2-12860	Pde08A002750
Palv2-32593	Ide2-31030	EVM0000855	Potri.008G193700	PAxG08Gg0168000	Peu2-12861	Pde08A002760
Palv2-32594	-	-	-	-	-	-
Palv2-32595	Ide2-31028	EVM0029769	Potri.008G193500	PAxG08Gg0167800	Peu2-12863	Pde08A002770
Palv2-32596	Ide2-31027	EVM0016142	Potri.008G193400	PAxG08Gg0167700	Peu2-12864	Pde08A002780
Palv2-32597	Ide2-31026	EVM0035423	Potri.008G193300	PAxG08Gg0167500	Peu2-12865	Pde08A002790
Palv2-32598	Ide2-31025	-	Potri.008G193200	-	Peu2-12866	Pde08A002800
Palv2-32599	-	-	-	-	-	-
Palv2-32600	-	-	-	-	-	-
Palv2-32601	Ide2-31024	EVM0033722	Potri.008G193100	PAxG08Gg0167400	Peu2-12867	Pde08A002810
Palv2-32602	Ide2-31023	-	Potri.008G193000	PAxG08Gg0167300	Peu2-12868	Pde08A002820
Palv2-32603	Ide2-31021	-	Potri.008G192900	PAxG08Gg0167200	Peu2-12869	Pde08A002830
Palv2-32604	Ide2-31020	-	Potri.008G192800	PAxG08Gg0167100	Peu2-12872	Pde08A002840
Palv2-32605	-	-	-	-	-	-
Palv2-32606	Ide2-31019	EVM0022690	Potri.008G192700	-	Peu2-12873	Pde08A002850
Palv2-32607	Ide2-31018	EVM0019108	Potri.008G192600	PAxG08Gg0166900	Peu2-12874	Pde08A002860
Palv2-32608	Ide2-31017	-	Potri.008G192500	PAxG08Gg0166800	Peu2-12875	Pde08A002870
Palv2-32609	-	-	-	PAxG08Gg0166600	Peu2-12877	Pde08A002880
Palv2-32610	Ide2-31014	-	Potri.008G192300	PAxG08Gg0166500	Peu2-12878	Pde08A002890
Palv2-32611	Ide2-31013	-	Potri.008G192200	PAxG08Gg0166400	Peu2-12879	Pde08A002900
Palv2-32612	Ide2-31011	-	Potri.008G192100	PAxG08Gg0166300	Peu2-12881	Pde08A002920
Palv2-32613	Ide2-31010	EVM0017816	Potri.008G192000	PAxG08Gg0166200	Peu2-12882	Pde08A002950
Palv2-32614	Ide2-31009	EVM0028707	Potri.008G191900	PAxG08Gg0166100	Peu2-12883	Pde08A002940
Palv2-32615	Ide2-31008	-	Potri.008G191800	PAxG08Gg0166000	Peu2-12884	Pde08A002960
Palv2-32616	Ide2-31007	-	Potri.008G191700	PAxG08Gg0165900	Peu2-12885	Pde08A002970
Palv2-32617	Ide2-31006	-	Potri.008G191600	PAxG08Gg0165800	Peu2-12886	Pde08A002980
Palv2-32618	Ide2-31005	EVM0007728	Potri.008G191500	PAxG08Gg0165600	Peu2-12887	Pde08A003000
Palv2-32619	Ide2-31004	-	Potri.008G191400	PAxG08Gg0165500	Peu2-12888	Pde08A003010
Palv2-32620	Ide2-31003	EVM0016320	Potri.008G190900	PAxG08Gg0165400	Peu2-12889	Pde08A003030
Palv2-32621	Ide2-31002	-	Potri.008G190800	PAxG08Gg0165300	Peu2-12890	Pde08A003040
Palv2-32622	Ide2-31001	EVM0012836	Potri.008G190600	PAxG08Gg0165100	Peu2-12891	Pde08A003050
Palv2-32623	Ide2-31000	-	Potri.008G190500	PAxG08Gg0164800	Peu2-12892	Pde08A003060
Palv2-32624	Ide2-30997	EVM0032305	Potri.008G190200	PAxG08Gg0164500	Peu2-12893	Pde08A003070
Palv2-32625	-	-	-	-	-	-
Palv2-32626	-	-	-	-	-	-
Palv2-32627	Ide2-30995	-	Potri.008G190000	PAxG08Gg0164200	Peu2-12896	Pde08A003100
Palv2-32628	Ide2-30994	EVM0000085	Potri.008G189900	PAxG08Gg0164100	Peu2-12897	Pde08A003110
Palv2-32629	Ide2-30992	-	Potri.008G189700	PAxG08Gg0164000	Peu2-12899	Pde08A003130
Palv2-32630	Ide2-30991	EVM0040015	Potri.008G189600	PAxG08Gg0163900	Peu2-12900	Pde08A003140
Palv2-32631	-	-	Potri.008G189500	PAxG08Gg0163800	Peu2-12901	Pde08A003150
Palv2-32632	Ide2-30990	-	Potri.008G189400	-	Peu2-12902	Pde08A003160
Palv2-32633	Ide2-30989	-	Potri.008G189200	PAxG08Gg0163700	Peu2-12903	Pde08A003170
Palv2-32634	Ide2-30988	-	Potri.008G189100	-	-	-
Palv2-32635	-	-	Potri.008G189000	-	Peu2-12904	Pde08A003180
Palv2-32636	-	-	-	-	-	-
Palv2-32637	Ide2-30986	EVM0014997	Potri.008G188900	-	Peu2-12905	Pde08A003200
Palv2-32638	Ide2-30985	-	Potri.008G188800	PAxG08Gg0163600	Peu2-12906	Pde08A003210
Palv2-32639	Ide2-30984	-	Potri.008G188700	PAxG10Gg0037400	Peu2-12907	Pde08A003220
Palv2-32640	Ide2-30983	EVM0002319	Potri.008G188600	PAxG08Gg0163500	Peu2-12908	Pde08A003230
Palv2-32641	-	EVM0022365	Potri.008G188300	PAxG08Gg0163400	Peu2-12910	Pde08A003250
Palv2-32642	Ide2-30982	-	Potri.008G188150	PAxG08Gg0163300	Peu2-12911	Pde08A003260
Palv2-32643	Ide2-30980	-	Potri.008G188000	-	Peu2-12912	Pde08A003270
Palv2-32644	Ide2-30978	-	Potri.008G187900	-	Peu2-12913	Pde08A003280
Palv2-32645	Ide2-30977	-	Potri.008G187800	-	Peu2-12914	-
Palv2-32646	Ide2-30975	EVM0032364	Potri.008G187700	PAxG08Gg0163200	Peu2-12915	Pde08A003300
Palv2-32647	Ide2-30974	-	Potri.008G187600	PAxG08Gg0163100	Peu2-12916	Pde08A003310
Palv2-32648	Ide2-30971	-	Potri.008G187400	PAxG08Gg0162500	Peu2-12918	Pde08A003340
Palv2-32649	Ide2-30970	EVM0024682	Potri.008G187300	PAxG08Gg0162400	Peu2-12919	Pde08A003350
Palv2-32650	-	-	-	-	-	-
Palv2-32651	-	-	Potri.008G187200	PAxG08Gg0162300	Peu2-12920	Pde08A003380
Palv2-32652	Ide2-30969	EVM0000292	Potri.008G187100	PAxG08Gg0162200	Peu2-12921	Pde08A003390
Palv2-32653	Ide2-30968	-	Potri.008G187000	PAxG08Gg0162000	Peu2-12922	Pde08A003400
Palv2-32654	Ide2-30967	EVM0000858	Potri.008G186900	PAxG08Gg0161900	Peu2-12923	Pde08A003410
Palv2-32655	Ide2-30966	-	Potri.008G186800	PAxG08Gg0161800	Peu2-12924	Pde08A003430
Palv2-32656	Ide2-30965	-	Potri.008G186601	PAxG08Gg0161700	Peu2-12926	Pde08A003450
Palv2-32657	-	-	Potri.008G186500	PAxG08Gg0161600	Peu2-12927	Pde08A003460
Palv2-32658	Ide2-30963	-	Potri.008G186300	PAxG08Gg0161500	Peu2-12928	Pde08A003480
Palv2-32659	Ide2-30962	-	Potri.008G186100	PAxG08Gg0161400	Peu2-12930	Pde08A003520
Palv2-32660	Ide2-30960	-	Potri.008G186000	PAxG08Gg0161200	Peu2-12931	Pde08A003550
Palv2-32661	Ide2-30959	-	Potri.008G185800	PAxG08Gg0161000	Peu2-12933	-
Palv2-32662	-	-	Potri.008G185600	PAxG08Gg0160800	Peu2-12934	Pde08A003570
Palv2-32663	-	EVM0039375	Potri.008G185500	PAxG08Gg0160700	Peu2-12935	Pde08A003580
Palv2-32664	Ide2-30958	-	Potri.008G185400	PAxG08Gg0160300	Peu2-12936	Pde08A003600
Palv2-32665	Ide2-30957	-	Potri.008G185300	-	Peu2-12937	Pde08A003610
Palv2-32666	Ide2-30956	-	Potri.008G185200	PAxG08Gg0160200	Peu2-12938	-
Palv2-32667	Ide2-30955	-	Potri.008G185100	PAxG08Gg0160100	Peu2-12939	Pde08A003620
Palv2-32668	Ide2-30954	EVM0029911	Potri.008G185000	PAxG08Gg0160000	Peu2-12941	Pde08A003630
Palv2-32669	-	-	-	-	Peu2-12942	-
Palv2-32670	-	-	-	-	Peu2-12943	-
Palv2-32671	-	EVM0013155	Potri.008G184000	PAxG10Gg0042400	Peu2-12944	-
Palv2-32672	-	-	-	-	-	-
Palv2-32673	Ide2-30953	-	-	PAxG08Gg0159900	Peu2-12946	-
Palv2-32674	Ide2-30951	-	Potri.008G183800	PAxG08Gg0159800	Peu2-12947	Pde08A003670
Palv2-32675	Ide2-30950	-	Potri.008G183700	PAxG08Gg0159700	Peu2-12948	Pde08A003680
Palv2-32676	Ide2-30949	-	Potri.008G183600	PAxG08Gg0159600	Peu2-12949	Pde08A003690
Palv2-32677	Ide2-30948	-	Potri.008G183500	PAxG08Gg0159500	Peu2-12950	Pde08A003700
Palv2-32678	Ide2-30947	-	Potri.008G183400	PAxG08Gg0159400	Peu2-12951	Pde08A003710
Palv2-32679	Ide2-30946	-	Potri.008G183300	-	Peu2-12952	Pde08A003720
Palv2-32680	Ide2-30943	-	Potri.008G183200	PAxG08Gg0159100	Peu2-12953	Pde08A003730
Palv2-32681	Ide2-30942	-	Potri.008G183100	PAxG08Gg0159000	Peu2-01723	Pde08A003740
Palv2-32682	-	-	-	-	-	-
Palv2-32683	Ide2-30941	-	Potri.008G183000	-	Peu2-12956	Pde08A003760
Palv2-32684	Ide2-30940	EVM0018740	Potri.008G182900	PAxG08Gg0158900	Peu2-12957	Pde08A003790
Palv2-32685	Ide2-30939	-	Potri.008G182766	-	Peu2-12958	Pde08A003800
Palv2-32686	Ide2-30938	-	Potri.008G182700	PAxG08Gg0158800	Peu2-12959	-
Palv2-32687	Ide2-30936	-	Potri.008G182500	PAxG08Gg0158700	Peu2-12960	Pde08A003820
Palv2-32688	-	EVM0013051	Potri.008G182400	-	-	Pde08A003830
Palv2-32689	Ide2-30935	-	Potri.008G182300	PAxG08Gg0158600	Peu2-12961	Pde08A003840
Palv2-32690	-	-	-	-	-	-
Palv2-32691	Ide2-30933	-	Potri.008G182000	-	Peu2-12963	Pde08A003860
Palv2-32692	Ide2-30932	EVM0041294	Potri.008G181900	PAxG08Gg0158500	-	-
Palv2-32693	Ide2-30930	-	Potri.008G181700	PAxG08Gg0158400	Peu2-12964	Pde08A003880
Palv2-32694	Ide2-30929	EVM0033729	Potri.008G181600	PAxG08Gg0158100	Peu2-12965	Pde08A003890
Palv2-32695	Ide2-30928	EVM0037171	Potri.008G181500	PAxG08Gg0157900	Peu2-12966	Pde08A003900
Palv2-32696	Ide2-30927	EVM0021324	Potri.008G181400	-	Peu2-12967	Pde08A003910
Palv2-32697	Ide2-30925	-	Potri.008G181300	PAxG08Gg0157800	Peu2-12968	Pde08A003920
Palv2-32698	Ide2-30924	EVM0013855	Potri.008G181200	PAxG08Gg0157700	Peu2-12969	Pde08A003930
Palv2-32699	-	-	-	-	-	-
Palv2-32700	Ide2-30923	-	Potri.008G181000	PAxG08Gg0157400	Peu2-12970	Pde08A003970
Palv2-32701	Ide2-30922	-	Potri.008G180900	PAxG08Gg0157300	Peu2-12971	Pde08A003980
Palv2-32702	Ide2-30921	EVM0023081	Potri.008G180800	PAxG08Gg0157100	Peu2-12972	Pde08A003990
Palv2-32703	Ide2-30920	-	Potri.008G180700	PAxG08Gg0157000	Peu2-12973	Pde08A004000
Palv2-32704	Ide2-30919	-	Potri.008G180600	PAxG08Gg0156900	Peu2-12975	Pde08A004010
Palv2-32705	Ide2-30918	-	Potri.008G180500	PAxG08Gg0156800	Peu2-12976	Pde08A004020
Palv2-32706	Ide2-30917	-	Potri.008G180400	PAxG08Gg0156700	Peu2-12977	Pde08A004030
Palv2-32707	Ide2-30916	-	Potri.008G180300	-	Peu2-12978	Pde08A004040
Palv2-32708	-	-	-	-	-	-
Palv2-32709	Ide2-30914	EVM0036223	Potri.008G179900	-	Peu2-12980	Pde08A004050
Palv2-32710	Ide2-30913	-	Potri.008G179800	PAxG08Gg0156500	Peu2-12981	Pde08A004060
Palv2-32711	Ide2-30911	-	Potri.008G179700	PAxG08Gg0156400	Peu2-12982	Pde08A004070
Palv2-32712	Ide2-30910	-	Potri.008G179600	-	Peu2-12983	Pde08A004080
Palv2-32713	Ide2-30909	-	Potri.008G179500	PAxG08Gg0156300	Peu2-12984	Pde08A004090
Palv2-32714	-	-	Potri.008G179401	-	Peu2-12985	Pde08A004100
Palv2-32715	Ide2-30908	-	Potri.008G179300	PAxG08Gg0156100	Peu2-12986	Pde08A004110
Palv2-32716	Ide2-30907	-	Potri.008G179201	-	-	-
Palv2-32717	Ide2-30906	-	Potri.008G179100	PAxG08Gg0156000	Peu2-12987	Pde08A004120
Palv2-32718	Ide2-30905	-	Potri.008G179000	PAxG08Gg0155900	Peu2-12988	Pde08A004130
Palv2-32719	-	-	-	-	-	-
Palv2-32720	Ide2-30903	-	Potri.008G178800	-	-	-
Palv2-32721	Ide2-30902	-	Potri.008G178700	PAxG08Gg0155800	Peu2-12989	Pde08A004160
